"id","size","surv","sizeNext","fec1","fec2","Site","DeerBrowse2020","BrowseLevel2020","Cover2020","ProtectedFRBrowse2020","Notes2020","Notes2021"
"532",62.5,1,74.5,1,51.5,"CNM","N",NA,"BG","Y","",""
"580",88.5,1,69.5,1,525.3,"CNM","Y","L","BG","N","","Shrub"
"1036",84.4,1,31.3,1,401.7,"CNM","Y","M","L","N","","No tag"
"533",67.5,1,65.2,1,824,"CNM","Y","M","PG","N","",""
"534",75.9,1,67.2,1,2204.2,"CNM","N",NA,"BG","Y","",""
"535",57.6,1,59.5,1,1658.3,"CNM","Y","L","BG","N","",""
"536",56,1,37.6,1,257.5,"CNM","N",NA,"PG","N","",""
"537",68.8,1,86,1,1369.9,"CNM","N",NA,"PG","N","",""
"538",46,0,NA,1,82.4,"CNM","Y","M","BG","N","",""
"545",85.8,1,78.9,1,350.2,"CNM","Y","M","L","N","","Shrub"
"546",83,1,76.6,1,1977.6,"CNM","Y","L","L","N","",""
"547",64.5,1,72.9,1,319.3,"CNM","Y","M","L","N","",""
"548",77.2,1,71.1,1,854.9,"CNM","Y","H","PG","N","","Dead branch"
"549",63,1,57.9,1,206,"CNM","Y","H","L","N","","Dead branch"
"550",78.6,1,74.5,1,566.5,"CNM","Y","L","L","N","INSECT DAMAGE",""
"551",70.8,1,81.4,1,597.4,"CNM","Y","L","BG","N","",""
"552",73.4,1,72.4,1,453.2,"CNM","Y","H","BG","N","",""
"553",75.9,1,61.2,1,41.2,"CNM","Y","M","PG","N","INSECT DAMAGE",""
"554",51.2,1,50.9,1,10.3,"CNM","Y","H","BG","N","",""
"555",77,1,65.6,1,381.1,"CNM","Y","H","BG","N","ONE STEM BROKEN BY OBSERVATION.",""
"559",66,1,59.8,1,669.5,"CNM","N",NA,"BG","N","",""
"560",85.9,1,74.2,1,824,"CNM","Y","L","PG","N","",""
"562",84.3,1,48.2,1,123.6,"CNM","Y","L","L","Y","PREVIOUSLY COVERED, COVER REMOVED.","Beargrass"
"563",74.6,0,NA,1,267.8,"CNM","Y","L","BG","Y",".                        ",""
"564",NA,1,37,1,30.9,"CNM","N",NA,"L","Y","                          ","Beargrass"
"565",81.5,1,48.8,1,1400.8,"CNM","Y","L","L","Y","                          ",""
"566",64.2,1,64.7,1,370.8,"CNM","Y","L","BG","Y","",""
"567",45.6,1,50.6,1,72.1,"CNM","N",NA,"L","Y","",""
"568",62.1,1,64.9,1,195.7,"CNM","Y","M","L","N","",""
"569",74.8,1,49.4,1,957.9,"CNM","Y","M","L","N","",""
"570",58.5,0,NA,1,1143.3,"CNM","Y","M","L","N","",""
"571",60.5,0,NA,1,185.4,"CNM","Y","M","PG","Y","",""
"572",70,1,67.4,1,391.4,"CNM","Y","L","L","Y","",""
"574",58.6,1,71.4,1,133.9,"CNM","Y","L","PG","Y","ONE STEM BROKEN BY OBSERVATION",""
"575",64.4,1,54.1,1,30.9,"CNM","N",NA,"L","Y","","Shrub"
"577",55.9,1,31.1,1,164.8,"CNM","Y","M","PG","N","",""
"578",75.1,1,73.3,1,1102.1,"CNM","Y","L","BG","N","",""
"579",77.3,1,75.2,1,103,"CNM","Y","H","L","N","",""
"582",60.7,1,79.7,1,267.8,"CNM","Y","L","BG","N","",""
"583",76.4,1,80.1,1,339.9,"CNM","N",NA,"L","N","",""
"584",48.6,1,62.3,1,30.9,"CNM","N",NA,"PG","Y","","No tag"
"585",69.8,1,66.1,1,206,"CNM","Y","L","L","N","",""
"586",42,0,NA,1,41.2,"CNM","N",NA,"L","Y","",""
"587",58.3,0,NA,1,41.2,"CNM","Y","L","L","Y","BOTH STEMS BROKEN BY OBSERVATION","No tag, no plant"
"588",83.8,1,70.2,1,175.1,"CNM","Y","L","L","Y","","Shrub"
"589",92.6,1,98.1,1,1575.9,"CNM","Y","H","L","N","",""
"590",78.5,1,43.9,1,432.6,"CNM","Y","L","L","Y","","Shrub"
"591",63.4,1,67.7,1,2173.3,"CNM","Y","L","L","N","",""
"592",68.7,1,72.4,1,51.5,"CNM","Y","L","L","Y","",""
"593",74.5,1,74,1,844.6,"CNM","Y","L","L","Y","",""
"594",87.3,1,87.1,1,772.5,"CNM","Y","L","L","Y","",""
"595",66.7,1,58.6,1,20.6,"CNM","N",NA,"L","Y","",""
"596",76.3,1,43.4,1,432.6,"CNM","Y","H","L","N","INSECT DAMAGE","Shrub"
"597",73.6,1,72.6,1,2070.3,"CNM","Y","L","L","N","",""
"598",92.9,1,86.6,1,1019.7,"CNM","Y","H","BG","N","ONE STEM BROKEN BY OBSERVATION","Dead branch"
"599",70.9,1,70.1,1,370.8,"CNM","N",NA,"BG","N","ONE STEM BROKEN BY OBSERVATION","Shrub"
"600",65.4,1,67.3,1,638.6,"CNM","Y","L","BG","N","",""
"602",73.4,1,64.2,1,257.5,"CNM","Y","L","L","N","INSECT DAMAGE","Dead branch"
"603",83.2,0,NA,1,690.1,"CNM","Y","L","L","Y","",""
"605",67.8,1,67.9,1,206,"CNM","Y","L","BG","Y","",""
"606",81.9,1,69.1,1,206,"CNM","Y","M","BG","Y","",""
"607",64.6,0,NA,1,937.3,"CNM","Y","L","L","N","",""
"1034",50.6,1,49.5,1,51.5,"CNM","N",NA,"BG","N","",""
"1035",71.8,1,59.1,1,432.6,"CNM","Y","M","BG","N","ONE STEM->INSECT DAMAGE","Dead branch"
"1039",75.5,0,NA,1,164.8,"CNM","N",NA,"L","N","","No tag, No plant"
"609",80.3,1,33.3,1,216.3,"CNM","N",NA,"BG","N","GROWING OUT OF ROCK",""
"610",72,1,52.3,1,206,"CNM","N",NA,"BG","N","",""
"611",61.3,1,88.6,1,370.8,"CNM","Y","L","BG","N","",""
"612",62.6,1,65.4,1,51.5,"CNM","N",NA,"BG","Y","SHADED","Dead branch"
"613",79.1,1,71.2,1,566.5,"CNM","N",NA,"BG","Y","",""
"615",62.6,1,98.1,1,401.7,"CNM","N",NA,"BG","N","",""
"616",83.1,1,84.3,1,2925.2,"CNM","N",NA,"BG","N","","No tag"
"617",55.5,1,67.1,1,61.8,"CNM","N",NA,"BG","N","",""
"618",68,1,77.7,1,1452.3,"CNM","N",NA,"L","N","",""
"619",63.6,1,69,1,782.8,"CNM","N",NA,"BG","N","",""
"641",46.5,1,53.2,1,72.1,"CNM","N",NA,"L","N","",""
"1033",59.5,1,50.6,1,525.3,"CNM","Y","L","L","N","",""
"620",49.5,0,NA,1,30.9,"CNM","N",NA,"S","Y","QUESTIONABLE ID. NOT ON MAP&NO TAG. TAGGED THIS YEAR, ADDED TO MAP.",""
"621",55.2,0,NA,1,82.4,"CNM","N",NA,"S","Y","#621 AND #620 HEAVILY SHADED BY/COMPETING WIH A SOTOL.",""
"622",77.9,1,54.2,1,2049.7,"CNM","Y","L","BG","N","",""
"623",85.1,1,66.2,1,3687.4,"CNM","N",NA,"BG","N","",""
"624",74.2,1,71.4,1,597.4,"CNM","N",NA,"BG","Y","",""
"625",55.7,1,44,1,587.1,"CNM","N",NA,"BG","Y","",""
"626",55.1,1,51.9,1,92.7,"CNM","N",NA,"BG","Y","",""
"628",56.2,1,50.5,1,154.5,"CNM","N",NA,"PG","Y","SHADED",""
"629",70.4,1,80.5,1,648.9,"CNM","Y","L","BG","Y","SHADED",""
"630",77.1,1,74.1,1,1339,"CNM","N",NA,"PG","N","",""
"631",75.7,1,68.5,1,2183.6,"CNM","N",NA,"BG","N","",""
"632",51.2,1,59.8,1,875.5,"CNM","Y","M","PG","N","",""
"633",67.7,1,71,1,381.1,"CNM","N",NA,"BG","N","",""
"634",55.7,1,44.1,1,896.1,"CNM","Y","L","BG","N","",""
"635",73.4,0,NA,1,422.3,"CNM","N",NA,"BG","Y","",""
"636",61.1,0,NA,1,854.9,"CNM","Y","L","BG","N","",""
"637",76.3,0,NA,1,1287.5,"CNM","N",NA,"PG","N","",""
"638",59.9,1,39.6,1,206,"CNM","Y","L","BG","N","","Sumac"
"639",72.9,1,64.1,1,1091.8,"CNM","Y","L","BG","Y","","Sumac"
"640",31.9,0,NA,1,30.9,"CNM","Y","L","BG","N","",""
"642",71.9,0,NA,1,1380.2,"CNM","Y","L","BG","N","",""
"644",81.5,1,68.4,1,1483.2,"CNM","Y","M/H","PG","N","",""
"645",77,1,70.1,1,1709.8,"CNM","N",NA,"L","N","",""
"646",73.5,1,59.5,1,1256.6,"CNM","Y","L","L","N","",""
"647",85.6,1,82.1,1,834.3,"CNM","N",NA,"BG","N","",""
"648",66.5,1,63.8,1,442.9,"CNM","Y","M","BG","N","",""
"649",62.8,1,51.3,1,51.5,"CNM","N",NA,"BG","Y","",""
"651",59.8,1,52.2,1,309,"CNM","N",NA,"L","Y","",""
"652",82.4,1,77.6,1,2544.1,"CNM","N",NA,"BG","N","",""
"653",70.1,1,70.6,1,865.2,"CNM","N",NA,"BG","N","",""
"654",70,1,81.5,1,515,"CNM","N",NA,"BG","Y","DEFORMED. UNDER SHRUB",""
"1032",55.5,1,50.6,1,113.3,"CNM","Y","L","L","N","",""
"655",71.8,0,NA,1,4233.3,"CNM","N",NA,"BG","N","","No tag, No plant"
"656",82.1,1,91.3,1,1421.4,"CNM","N",NA,"BG","N","",""
"657",56.4,0,NA,1,401.7,"CNM","Y","L","PG","N","",""
"658",51.2,1,54.4,1,370.8,"CNM","N",NA,"L","N","",""
"659",59.4,1,57.4,1,628.3,"CNM","N",NA,"L","N","",""
"660",60.3,0,NA,1,535.6,"CNM","N",NA,"BG","N","",""
"661",60.7,1,52.1,1,504.7,"CNM","Y","L","L","N","",""
"662",62.1,1,53.7,1,731.3,"CNM","N",NA,"BG","N","",""
"663",40.4,1,64.4,1,20.6,"CNM","Y","H","L","N","",""
"665",61.4,1,65.9,1,834.3,"CNM","Y","M","L","N","",""
"666",69.5,1,66.4,1,679.8,"CNM","Y","M","L","N","",""
"667",53,1,56.6,1,61.8,"CNM","Y","M/H","PG","N","",""
"668",48.9,1,47.9,1,92.7,"CNM","N",NA,"BG","Y","","Sotol"
"669",55.5,1,64.5,1,401.7,"CNM","Y","M","BG","N","","Sotol"
"672",56.1,0,NA,1,267.8,"CNM","N",NA,"BG","N","",""
"674",47.1,1,51.3,1,154.5,"CNM","N",NA,"BG","N","",""
"676",51.4,1,36.9,1,103,"CNM","Y","L","L","N","",""
"677",58.7,1,55.1,1,175.1,"CNM","Y","L","BG","N","",""
"678",57,1,57.7,1,628.3,"CNM","N",NA,"BG","N","",""
"679",79.2,1,75.1,1,1586.2,"CNM","Y","M","PG","N","",""
"680",48.3,1,39.3,1,113.3,"CNM","Y","H","BG","N","",""
"681",60.5,1,61.1,1,1823.1,"CNM","N",NA,"PG","N","",""
"682",62,1,63.2,1,2060,"CNM","N",NA,"L","N","",""
"683",72,1,75.4,1,854.9,"CNM","Y","M","BG","N","",""
"684",81.6,1,65.2,1,1236,"CNM","N",NA,"BG","Y","",""
"685",64.6,1,79.2,1,576.8,"CNM","Y","M","BG","N","",""
"686",64.1,0,NA,1,1060.9,"CNM","Y","L","L","N","",""
"687",64.5,1,59.3,1,2008.5,"CNM","Y","L","BG","N","",""
"691",50.5,1,76.1,1,309,"CNM","N",NA,"PG","N","",""
"1030",42.8,1,65.9,1,20.6,"CNM","Y","M","BG","N","",""
"1031",74.2,0,NA,1,175.1,"CNM","Y","M","PG","N","",""
"688",56.5,0,NA,1,1194.8,"CNM","N",NA,"PG","N","",""
"689",61.7,1,46.4,1,422.3,"CNM","N",NA,"BG","Y","LOOKS SKINNY, DRIED OUT.","Dead branch"
"692",55.1,1,57.3,1,3347.5,"CNM","N",NA,"PG","N","",""
"693",67.4,1,60.5,1,638.6,"CNM","N",NA,"BG","N","",""
"694",59.8,1,62.3,1,1019.7,"CNM","Y","L","BG","N","",""
"695",39.5,0,NA,1,92.7,"CNM","Y","L","BG","N","",""
"696",65.7,1,52.9,1,154.5,"CNM","N",NA,"L","Y","","Sotol"
"698",38.1,0,NA,1,10.3,"CNM","N",NA,"BG","N","",""
"701",57.9,1,75.3,1,92.7,"CNM","N",NA,"S","Y","UNDER SOTOL","Sotol"
"702",57,1,41.9,1,391.4,"CNM","N",NA,"L","Y","","Sotol"
"703",41.1,1,55.4,1,30.9,"CNM","N",NA,"BG","Y","","Sotol"
"704",58.3,1,59.6,1,751.9,"CNM","N",NA,"BG","Y","UNDER SOTOL",""
"706",66.3,1,64.2,1,257.5,"CNM","Y","L","L","Y","",""
"708",55.5,1,29.1,1,61.8,"CNM","N",NA,"PG","Y","","Shrub"
"709",55,1,59.9,1,463.5,"CNM","Y","M","L","N","",""
"710",52.9,1,58.9,1,525.3,"CNM","Y","M/H","BG","N","",""
"711",50.1,1,58.3,1,236.9,"CNM","Y","H","BG","N","",""
"712",64.3,1,68.9,1,494.4,"CNM","Y","M","L","N","",""
"713",51.4,1,59,1,206,"CNM","Y","L","L","N","",""
"714",49.2,0,NA,1,432.6,"CNM","Y","M","L","N","",""
"718",63.8,1,48.3,1,175.1,"CNM","Y","M","L","N","","2020 says SubPop 26, 2021 says SubPop 25"
"732",55.4,1,57.7,1,607.7,"CNM","Y","L","PG","N","",""
"1029",51.9,1,39.9,1,41.2,"CNM","N",NA,"L","Y","","Dead shrub"
"720",44.6,1,59.3,1,185.4,"CNM","Y","M","BG","N","",""
"721",72.4,0,NA,1,710.7,"CNM","Y","M","BG","N","",""
"722",64.5,0,NA,1,1575.9,"CNM","Y","M","L","N","ACTUALLY 2 PLANTS. 1 RELABLED AS #",""
"723",78.1,0,NA,1,803.4,"CNM","Y","M","PG","N","",""
"724",25.6,1,29.4,1,10.3,"CNM","Y","L","L","N","ONE STEM BROKEN BY OBSERVATION",""
"725",42.9,0,NA,1,51.5,"CNM","Y","L","BG","N","",""
"726",57.6,1,52.3,1,195.7,"CNM","Y","L","PG","Y","",""
"728",48.2,1,46.3,1,123.6,"CNM","Y","L","BG","N","",""
"729",55.6,1,56.3,1,278.1,"CNM","Y","M","BG","N","ONE STEM GONE",""
"730",57,1,52.3,1,236.9,"CNM","Y","L","BG","N","",""
"731",42.4,0,NA,1,133.9,"CNM","Y","M","L","N","",""
"734",31,0,NA,1,51.5,"CNM","N",NA,"PG","N","","No plant, No tag"
"735",54.9,1,38.3,1,247.2,"CNM","Y","L","BG","N","",""
"736",59.2,1,51,1,236.9,"CNM","Y","L","PG","N","",""
"738",27.1,1,17.2,1,20.6,"CNM","Y","H","L","N","",""
"739",38.5,1,17.2,1,123.6,"CNM","Y","H","BG","N","",""
"741",27,1,36.9,1,10.3,"CNM","Y","L","BG","N","",""
"742",24.5,0,NA,1,113.3,"CNM","Y","L","BG","N","",""
"743",78.4,1,60.5,1,381.1,"CNM","Y","M","BG","N","",""
"744",58,1,50.2,1,175.1,"CNM","Y","M","PG","N","",""
"745",78.5,1,24.2,1,504.7,"CNM","Y","M","BG","N","",""
"746",67.2,1,52.3,1,164.8,"CNM","Y","L","L","N","",""
"747",59.8,1,32.9,1,236.9,"CNM","Y","L","BG","N","",""
"748",45.7,0,NA,1,442.9,"CNM","Y","L","BG","N","",""
"749",49,1,55.2,1,123.6,"CNM","Y","L","BG","N","",""
"750",61.5,1,59.6,1,154.5,"CNM","Y","L","BG","N","",""
"751",76.7,1,63.2,1,690.1,"CNM","Y","L","PG","N","",""
"753",59.1,1,57.8,1,144.2,"CNM","Y","M","PG","N","",""
"755",59.9,0,NA,1,525.3,"CNM","Y","M","BG","N","",""
"756",49.2,1,35.4,1,236.9,"CNM","Y","L","PG","N","",""
"757",65.7,0,NA,1,906.4,"CNM","Y","H","PG","N","",""
"758",59,0,NA,1,123.6,"CNM","Y","M","PG","N","",""
"759",70.4,1,56.2,1,638.6,"CNM","Y","L","BG","N","",""
"760",59.6,1,50.3,1,278.1,"CNM","Y","L","PG","N","",""
"761",65.9,0,NA,1,195.7,"CNM","Y","L","BG","N","",""
"762",36.4,1,55.2,1,113.3,"CNM","Y","M","BG","N","",""
"763",59.6,1,58.7,1,988.8,"CNM","Y","L","PG","N","",""
"764",51.3,0,NA,1,1359.6,"CNM","Y","L","L","N","",""
"765",36.4,0,NA,1,30.9,"CNM","N",NA,"BG","N","",""
"766",83.9,1,68.2,1,1266.9,"CNM","Y","L","BG","N","",""
"767",82.8,1,57.9,1,947.6,"CNM","Y","M","BG","N","",""
"768",65.1,0,NA,1,391.4,"CNM","N",NA,"PG","N","",""
"769",81.2,1,62.5,1,947.6,"CNM","Y","L","BG","N","",""
"770",61,0,NA,1,144.2,"CNM","Y","H","L","N","",""
"771",75,1,89.3,1,1246.3,"CNM","Y","L","L","Y","",""
"772",116.4,1,92.4,1,5088.2,"CNM","Y","L","PG","Y","",""
"773",99.4,1,77.6,1,854.9,"CNM","Y","L","PG","Y","",""
"774",86,1,74.3,1,2801.6,"CNM","Y","L","BG","N","",""
"775",72.3,1,79.5,1,1050.6,"CNM","Y","M","BG","N","",""
"776",74.1,1,74.5,1,2039.4,"CNM","Y","L","BG","N","",""
"777",68,1,58.4,1,1359.6,"CNM","Y","L","PG","N","",""
"778",64.2,0,NA,1,597.4,"CNM","Y","L","PG","Y","","No tag, No plant"
"779",52.2,0,NA,1,350.2,"CNM","Y","L","BG","N","",""
"780",54.8,1,64,1,319.3,"CNM","Y","L","PG","N","",""
"781",59,0,NA,1,195.7,"CNM","N",NA,"PG","N","INSECT DAMAGE","No tag, No plant"
"782",61.3,0,NA,1,422.3,"CNM","Y","L","PG","N","",""
"783",57.3,0,NA,1,1163.9,"CNM","Y","L","BG","N","","Not mapped"
"1011",58.4,1,55.6,1,298.7,"CNM","Y","M","BG","N","FORMERLY DUPLICATE 751",""
"1013",82.4,1,83.7,1,3594.7,"CNM","Y","M","PG","Y","BASE PROTECTED. GROWS OUT.","Dead tree"
"1014",53.6,0,NA,1,72.1,"CNM","Y","L","PG","N","",""
"1015",49.4,1,50.2,1,144.2,"CNM","Y","L","PG","N","",""
"1016",30.3,0,NA,1,20.6,"CNM","N",NA,"L","N","",""
"1017",28.3,1,15.3,1,10.3,"CNM","Y","L","BG","N","",""
"1019",34.9,1,20.5,1,61.8,"CNM","N",NA,"L","N","",""
"1020",59.9,1,55,1,216.3,"CNM","Y","L","PG","N","",""
"1021",49.9,1,60.1,1,185.4,"CNM","Y","M","BG","N","",""
"1022",51.3,1,362,1,72.1,"CNM","Y","L","BG","N","",""
"1023",48,1,47.2,1,61.8,"CNM","Y","L","L","N","",""
"1024",55.1,1,54.9,1,113.3,"CNM","Y","H","BG","N","",""
"1025",65.9,1,55.3,1,226.6,"CNM","Y","H","BG","N","",""
"1026",67.5,1,56.3,1,319.3,"CNM","Y","L","BG","N","",""
"1027",46.8,1,45.1,1,61.8,"CNM","N",NA,"L","N","",""
"1028",79.2,0,NA,1,628.3,"CNM","Y","L","PG","N","",""
